Human Timestamp,Unix Time,Microseconds,System Failure,Accelerometer Failure,Gyroscope Failure,Magnetometer Failure,Pressure Failure,GNSS Failure,Accelerometer Overrange,Gyroscope Overrange,Magnetometer Overrange,Pressure Overrange,Minimum Temperature,Maximum Temperature,Low Voltage,High Voltage,GNSS Antenna Disconnected,Data Overflow,Orientation Ready,Navigation Ready,Heading Ready,Time Ready,GNSS Fix Type,Event 1 Flag,Event 2 Flag,Internal GNSS Enabled,Magnetic Heading Enabled,Velocity Heading Enabled,Atmospheric Altitude Enabled,External Position Active,External Velocity Active,External Heading Active
Tue May 24 08:16:11 EDT 2016,1464092171,357000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:12 EDT 2016,1464092172,357000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:13 EDT 2016,1464092173,357000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:14 EDT 2016,1464092174,367000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:15 EDT 2016,1464092175,367000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:16 EDT 2016,1464092176,367000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:17 EDT 2016,1464092177,379000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:18 EDT 2016,1464092178,378000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:19 EDT 2016,1464092179,379000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:20 EDT 2016,1464092180,388000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:21 EDT 2016,1464092181,389000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:22 EDT 2016,1464092182,388000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:23 EDT 2016,1464092183,388000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:24 EDT 2016,1464092184,389000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:25 EDT 2016,1464092185,390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:26 EDT 2016,1464092186,390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:27 EDT 2016,1464092187,390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:28 EDT 2016,1464092188,390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:29 EDT 2016,1464092189,390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:30 EDT 2016,1464092190,390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:31 EDT 2016,1464092191,391000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:32 EDT 2016,1464092192,391000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:33 EDT 2016,1464092193,390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:34 EDT 2016,1464092194,410000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:35 EDT 2016,1464092195,409000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:36 EDT 2016,1464092196,411000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:37 EDT 2016,1464092197,411000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:38 EDT 2016,1464092198,411000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:39 EDT 2016,1464092199,411000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:40 EDT 2016,1464092200,412000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:41 EDT 2016,1464092201,412000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:42 EDT 2016,1464092202,412000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:43 EDT 2016,1464092203,412000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:44 EDT 2016,1464092204,413000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:45 EDT 2016,1464092205,413000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:46 EDT 2016,1464092206,413000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:47 EDT 2016,1464092207,413000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:48 EDT 2016,1464092208,413000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:49 EDT 2016,1464092209,424000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:50 EDT 2016,1464092210,425000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:51 EDT 2016,1464092211,424000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:52 EDT 2016,1464092212,424000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:53 EDT 2016,1464092213,424000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:54 EDT 2016,1464092214,424000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:55 EDT 2016,1464092215,434000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:56 EDT 2016,1464092216,435000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:57 EDT 2016,1464092217,446000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:58 EDT 2016,1464092218,445000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:16:59 EDT 2016,1464092219,445000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:00 EDT 2016,1464092220,446000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:01 EDT 2016,1464092221,465000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:02 EDT 2016,1464092222,465000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:03 EDT 2016,1464092223,465000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:04 EDT 2016,1464092224,466000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:05 EDT 2016,1464092225,466000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:06 EDT 2016,1464092226,466000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:07 EDT 2016,1464092227,466000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:08 EDT 2016,1464092228,466000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:09 EDT 2016,1464092229,467000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:10 EDT 2016,1464092230,468000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:11 EDT 2016,1464092231,468000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:12 EDT 2016,1464092232,467000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:13 EDT 2016,1464092233,468000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:14 EDT 2016,1464092234,467000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:15 EDT 2016,1464092235,468000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:16 EDT 2016,1464092236,468000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:17 EDT 2016,1464092237,467000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:18 EDT 2016,1464092238,468000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:19 EDT 2016,1464092239,469000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:20 EDT 2016,1464092240,468000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:21 EDT 2016,1464092241,468000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:22 EDT 2016,1464092242,480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:23 EDT 2016,1464092243,480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:24 EDT 2016,1464092244,480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:25 EDT 2016,1464092245,489000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:26 EDT 2016,1464092246,490000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:27 EDT 2016,1464092247,490000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:28 EDT 2016,1464092248,490000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:29 EDT 2016,1464092249,490000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:30 EDT 2016,1464092250,491000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:31 EDT 2016,1464092251,490000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:32 EDT 2016,1464092252,501000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:33 EDT 2016,1464092253,502000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:34 EDT 2016,1464092254,501000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:35 EDT 2016,1464092255,502000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:36 EDT 2016,1464092256,502000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:37 EDT 2016,1464092257,501000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:38 EDT 2016,1464092258,501000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:39 EDT 2016,1464092259,502000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:40 EDT 2016,1464092260,502000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:41 EDT 2016,1464092261,503000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:42 EDT 2016,1464092262,504000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:43 EDT 2016,1464092263,522000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:44 EDT 2016,1464092264,523000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:45 EDT 2016,1464092265,522000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:46 EDT 2016,1464092266,523000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:47 EDT 2016,1464092267,523000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:48 EDT 2016,1464092268,523000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:49 EDT 2016,1464092269,524000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:50 EDT 2016,1464092270,524000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:51 EDT 2016,1464092271,524000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:52 EDT 2016,1464092272,523000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:53 EDT 2016,1464092273,525000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:54 EDT 2016,1464092274,525000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:55 EDT 2016,1464092275,525000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:56 EDT 2016,1464092276,526000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:57 EDT 2016,1464092277,526000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:58 EDT 2016,1464092278,527000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:17:59 EDT 2016,1464092279,527000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:00 EDT 2016,1464092280,526000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:01 EDT 2016,1464092281,527000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:02 EDT 2016,1464092282,527000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:03 EDT 2016,1464092283,527000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:04 EDT 2016,1464092284,527000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:05 EDT 2016,1464092285,527000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:06 EDT 2016,1464092286,527000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:07 EDT 2016,1464092287,528000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:08 EDT 2016,1464092288,527000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:09 EDT 2016,1464092289,538000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:10 EDT 2016,1464092290,538000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:11 EDT 2016,1464092291,538000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:12 EDT 2016,1464092292,538000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:13 EDT 2016,1464092293,538000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:14 EDT 2016,1464092294,538000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:15 EDT 2016,1464092295,539000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:16 EDT 2016,1464092296,549000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:17 EDT 2016,1464092297,549000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:18 EDT 2016,1464092298,550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:19 EDT 2016,1464092299,550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:20 EDT 2016,1464092300,549000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:21 EDT 2016,1464092301,559000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:22 EDT 2016,1464092302,561000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:23 EDT 2016,1464092303,561000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:24 EDT 2016,1464092304,560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:25 EDT 2016,1464092305,560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:26 EDT 2016,1464092306,561000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:27 EDT 2016,1464092307,561000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:28 EDT 2016,1464092308,562000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:29 EDT 2016,1464092309,561000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:30 EDT 2016,1464092310,561000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:31 EDT 2016,1464092311,562000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:32 EDT 2016,1464092312,561000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:33 EDT 2016,1464092313,563000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:34 EDT 2016,1464092314,562000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:35 EDT 2016,1464092315,562000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:36 EDT 2016,1464092316,563000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:37 EDT 2016,1464092317,564000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:38 EDT 2016,1464092318,563000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:39 EDT 2016,1464092319,563000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:40 EDT 2016,1464092320,563000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:41 EDT 2016,1464092321,583000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:42 EDT 2016,1464092322,583000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:18:43 EDT 2016,1464092323,583000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
